set,colsample_bytree,gamma,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,subsample,f1_macro_cv,precision_macro_cv,recall_macro_cv,roc_auc_cv,train_accuracy
289,1.0,1.0,0.05,3,100,0.0,1.0,0.8,0.7816605875927258,0.7974621569261211,0.783088726991166,0.9309261846936735,0.9037800687285223
333,1.0,1.0,0.05,6,300,1.0,1.0,0.8,0.7815313780170292,0.815710314365455,0.7766339351705206,0.9331336465368414,0.9243986254295533
335,1.0,1.0,0.05,6,300,1.0,2.0,0.8,0.7815313780170292,0.815710314365455,0.7766339351705206,0.9330861199518703,0.9226804123711341
136,0.8,1.0,0.05,6,200,1.0,2.0,1.0,0.7815309916779584,0.8088872780031316,0.7775322035687889,0.9312328163903529,0.9278350515463918
144,0.8,1.0,0.05,6,300,1.0,2.0,1.0,0.7815309916779584,0.8088872780031316,0.7775322035687889,0.9312328163903529,0.9278350515463918
217,1.0,0.0,0.05,6,100,0.0,1.0,0.8,0.7814268536940095,0.8170970520984921,0.7749216907753492,0.9234257643956683,0.9862542955326461
27,0.8,0.0,0.05,6,100,0.0,2.0,0.8,0.7814123028689253,0.8217810872293072,0.7759678668215254,0.9262975394975685,0.9742268041237113
66,0.8,0.0,0.1,3,300,0.0,1.0,1.0,0.7812098071785304,0.8069186928480476,0.7807464892830747,0.9255383481560617,0.9965635738831615
382,1.0,1.0,0.1,6,300,1.0,1.0,1.0,0.7811807622725072,0.7988580746936347,0.7800371308907894,0.9297766112579128,0.9312714776632303
374,1.0,1.0,0.1,6,200,1.0,1.0,1.0,0.7811807622725072,0.7988580746936347,0.7800371308907894,0.9297766112579128,0.9312714776632303
366,1.0,1.0,0.1,6,100,1.0,1.0,1.0,0.7811807622725072,0.7988580746936347,0.7800371308907894,0.9297766112579128,0.9312714776632303
126,0.8,1.0,0.05,6,100,1.0,1.0,1.0,0.7811333424586412,0.7971606296409264,0.7808511068876922,0.9323482157194153,0.9278350515463918
145,0.8,1.0,0.1,3,100,0.0,1.0,0.8,0.7809484608519272,0.8064182233841677,0.7788512300707422,0.930902865346605,0.9278350515463918
127,0.8,1.0,0.05,6,100,1.0,2.0,0.8,0.7809320525580451,0.8097312804181549,0.7788512300707423,0.9328952166355347,0.9192439862542955
380,1.0,1.0,0.1,6,300,0.0,2.0,1.0,0.7808505198914897,0.7967592809359456,0.7812092176116565,0.9284341077131497,0.9536082474226805
364,1.0,1.0,0.1,6,100,0.0,2.0,1.0,0.7808505198914897,0.7967592809359456,0.7812092176116565,0.9284341077131497,0.9536082474226805
372,1.0,1.0,0.1,6,200,0.0,2.0,1.0,0.7808505198914897,0.7967592809359456,0.7812092176116565,0.9284341077131497,0.9536082474226805
113,0.8,1.0,0.05,3,300,0.0,1.0,0.8,0.7807852538121521,0.8050948908843646,0.7796642382008236,0.9318791186081927,0.9312714776632303
375,1.0,1.0,0.1,6,200,1.0,2.0,0.8,0.7806718380862958,0.8041961963043395,0.7780382219406609,0.9339764887137478,0.9261168384879725
269,1.0,0.0,0.1,6,100,1.0,1.0,0.8,0.7806226080394147,0.812937747062594,0.7710485517192834,0.9254799275376335,0.9896907216494846
8,0.8,0.0,0.05,3,100,1.0,2.0,1.0,0.7805787842825586,0.7944409099106162,0.7822553936578327,0.9324639506567532,0.9037800687285223
293,1.0,1.0,0.05,3,100,1.0,1.0,0.8,0.7805372703947093,0.7938445811747525,0.7822553936578328,0.9328368695249605,0.8986254295532646
369,1.0,1.0,0.1,6,200,0.0,1.0,0.8,0.7805264759054652,0.811981897183467,0.7738358321894907,0.9300559778715412,0.9518900343642611
377,1.0,1.0,0.1,6,300,0.0,1.0,0.8,0.7805264759054652,0.811981897183467,0.7738358321894907,0.9296221292543247,0.9536082474226805
344,1.0,1.0,0.1,3,100,1.0,2.0,1.0,0.7804682404360394,0.7905337290061296,0.7838814099179953,0.9317492817790576,0.9089347079037801
352,1.0,1.0,0.1,3,200,1.0,2.0,1.0,0.7804682404360394,0.7905337290061296,0.7838814099179953,0.9316901801242115,0.9089347079037801
360,1.0,1.0,0.1,3,300,1.0,2.0,1.0,0.7804682404360394,0.7905337290061296,0.7838814099179953,0.9316901801242115,0.9089347079037801
384,1.0,1.0,0.1,6,300,1.0,2.0,1.0,0.7804101893134706,0.8030015806318161,0.7769215675922992,0.9311587499472139,0.9261168384879725
376,1.0,1.0,0.1,6,200,1.0,2.0,1.0,0.7804101893134706,0.8030015806318161,0.7769215675922992,0.9311587499472139,0.9261168384879725
368,1.0,1.0,0.1,6,100,1.0,2.0,1.0,0.7804101893134706,0.8030015806318161,0.7769215675922992,0.9311587499472139,0.9261168384879725
251,1.0,0.0,0.1,3,200,0.0,2.0,0.8,0.7803774732759123,0.7981271857644856,0.7813272973638827,0.926628861567831,0.979381443298969
43,0.8,0.0,0.05,6,300,0.0,2.0,0.8,0.7802571277745366,0.8164714057092933,0.7687266392144441,0.921745920631321,1.0
354,1.0,1.0,0.1,3,300,0.0,1.0,1.0,0.7802152838695722,0.8000618101382194,0.7788105796642382,0.9287052122006406,0.9192439862542955
346,1.0,1.0,0.1,3,200,0.0,1.0,1.0,0.7802152838695722,0.8000618101382194,0.7788105796642382,0.9287052122006406,0.9192439862542955
338,1.0,1.0,0.1,3,100,0.0,1.0,1.0,0.7802152838695722,0.8000618101382194,0.7788105796642382,0.9287052122006406,0.9192439862542955
233,1.0,0.0,0.05,6,300,0.0,1.0,0.8,0.7802079955808827,0.8125382584712526,0.7663624045331362,0.9246697241897746,1.0
310,1.0,1.0,0.05,3,300,1.0,1.0,1.0,0.7801458177641979,0.7910985018879756,0.7830684017879139,0.931426729418025,0.9072164948453608
302,1.0,1.0,0.05,3,200,1.0,1.0,1.0,0.7801458177641979,0.7910985018879756,0.7830684017879139,0.931426729418025,0.9072164948453608
304,1.0,1.0,0.05,3,200,1.0,2.0,1.0,0.7801458177641979,0.7910985018879756,0.7830684017879139,0.9304733377406347,0.9072164948453608
312,1.0,1.0,0.05,3,300,1.0,2.0,1.0,0.7801458177641979,0.7910985018879756,0.7830684017879139,0.9304733377406347,0.9072164948453608
129,0.8,1.0,0.05,6,200,0.0,1.0,0.8,0.7801428906140524,0.8146688776048576,0.775462816316475,0.9316609636074759,0.9467353951890034
371,1.0,1.0,0.1,6,200,0.0,2.0,0.8,0.7799576734596461,0.8052466066446268,0.7760531270897124,0.9326730367887925,0.9501718213058419
231,1.0,0.0,0.05,6,200,1.0,2.0,0.8,0.7799403335908555,0.8061712879124141,0.7732455214162532,0.9269606044777104,0.9879725085910653
383,1.0,1.0,0.1,6,300,1.0,2.0,0.8,0.779878187292645,0.8027615198696629,0.7780382219406609,0.9334025356259357,0.9261168384879725
40,0.8,0.0,0.05,6,200,1.0,2.0,1.0,0.7798039936163605,0.8101781261720665,0.7713214021750607,0.9277749708971891,0.9914089347079038
104,0.8,1.0,0.05,3,100,1.0,2.0,1.0,0.7796213522306868,0.7934464005918518,0.7822757188610848,0.9330418494239877,0.8917525773195877
102,0.8,1.0,0.05,3,100,1.0,1.0,1.0,0.7796213522306868,0.7934464005918518,0.7822757188610848,0.932943118554058,0.8934707903780069
350,1.0,1.0,0.1,3,200,1.0,1.0,1.0,0.7795725035877968,0.7927604090235073,0.7808511068876923,0.9306888912116513,0.9123711340206185
342,1.0,1.0,0.1,3,100,1.0,1.0,1.0,0.7795725035877968,0.7927604090235073,0.7808511068876923,0.9306888912116513,0.9123711340206185
358,1.0,1.0,0.1,3,300,1.0,1.0,1.0,0.7795725035877968,0.7927604090235073,0.7808511068876923,0.9306888912116513,0.9123711340206185
45,0.8,0.0,0.05,6,300,1.0,1.0,0.8,0.7795551935513781,0.8161090272962312,0.7709642593179179,0.9245453628554957,0.9965635738831615
262,1.0,0.0,0.1,3,300,1.0,1.0,1.0,0.7794412276184167,0.8043523184337287,0.774281226903178,0.923777092846026,0.9845360824742269
123,0.8,1.0,0.05,6,100,0.0,2.0,0.8,0.7794077616788617,0.8077508712067486,0.7776597860134447,0.9321975871912563,0.9347079037800687
6,0.8,0.0,0.05,3,100,1.0,1.0,1.0,0.7794073499495997,0.7934854166021816,0.7814423855277514,0.9322648733693795,0.8986254295532646
131,0.8,1.0,0.05,6,200,0.0,2.0,0.8,0.7793897115438002,0.8090220682738378,0.7757153415690002,0.9320988170525621,0.9398625429553265
188,0.8,1.0,0.1,6,300,0.0,2.0,1.0,0.7793844780008052,0.8105735938630675,0.7727896561433147,0.9316595917600596,0.9450171821305842
180,0.8,1.0,0.1,6,200,0.0,2.0,1.0,0.7793844780008052,0.8105735938630675,0.7727896561433147,0.9316595917600596,0.9450171821305842
172,0.8,1.0,0.1,6,100,0.0,2.0,1.0,0.7793844780008052,0.8105735938630675,0.7727896561433147,0.9316595917600596,0.9450171821305842
219,1.0,0.0,0.05,6,100,0.0,2.0,0.8,0.7793129660867548,0.8016481199547967,0.7793913877450462,0.9234344738342933,0.9776632302405498
58,0.8,0.0,0.1,3,200,0.0,1.0,1.0,0.7792644109508229,0.8006075175812019,0.7809990145356,0.9266401889264066,0.9810996563573883
256,1.0,0.0,0.1,3,200,1.0,2.0,1.0,0.7791373452024158,0.7999747119170127,0.7754979234857283,0.923908192754714,0.9639175257731959
295,1.0,1.0,0.05,3,100,1.0,2.0,0.8,0.779120504000749,0.7917136371833434,0.7814220603244993,0.9338232485980387,0.9003436426116839
197,1.0,0.0,0.05,3,100,1.0,1.0,0.8,0.779120504000749,0.7917136371833434,0.7814220603244993,0.9319752813109032,0.9003436426116839
29,0.8,0.0,0.05,6,100,1.0,1.0,0.8,0.7791046783275856,0.8190888569207978,0.7737708971245556,0.9289578352695017,0.9587628865979382
361,1.0,1.0,0.1,6,100,0.0,1.0,0.8,0.7790458577581804,0.8079541194056892,0.7738358321894907,0.9288198679197797,0.9501718213058419
37,0.8,0.0,0.05,6,200,1.0,1.0,0.8,0.7789541354237433,0.8229547112349385,0.7684583641290959,0.9261394411611386,0.9879725085910653
139,0.8,1.0,0.05,6,300,0.0,2.0,0.8,0.7788608789137016,0.8090333577588116,0.7734980466687784,0.9322633531691997,0.9432989690721649
327,1.0,1.0,0.05,6,200,1.0,2.0,0.8,0.7788585729757258,0.8072662390609147,0.7758006018371872,0.9331983604107007,0.9226804123711341
281,1.0,0.0,0.1,6,300,0.0,1.0,0.8,0.7788506592613503,0.8125649745370168,0.7663624045331362,0.9232965821816137,1.0
166,0.8,1.0,0.1,3,300,1.0,1.0,1.0,0.7788078015788144,0.7906461903549526,0.7822757188610848,0.9319829319032135,0.9054982817869416
150,0.8,1.0,0.1,3,100,1.0,1.0,1.0,0.7788078015788144,0.7906461903549526,0.7822757188610848,0.9319829319032135,0.9054982817869416
158,0.8,1.0,0.1,3,200,1.0,1.0,1.0,0.7788078015788144,0.7906461903549526,0.7822757188610848,0.9319829319032135,0.9054982817869416
32,0.8,0.0,0.05,6,100,1.0,2.0,1.0,0.778473693257333,0.8157815522029109,0.7696740928448246,0.9284127811238857,0.9656357388316151
250,1.0,0.0,0.1,3,200,0.0,1.0,1.0,0.7784597503749369,0.8076476023638636,0.774059497413156,0.9221956260250588,0.9828178694158075
306,1.0,1.0,0.05,3,300,0.0,1.0,1.0,0.7779545752394474,0.7985493001954771,0.7758006018371872,0.9289632291395892,0.9209621993127147
298,1.0,1.0,0.05,3,200,0.0,1.0,1.0,0.7779545752394474,0.7985493001954771,0.7758006018371872,0.9290223307944355,0.9209621993127147
47,0.8,0.0,0.05,6,300,1.0,2.0,0.8,0.7779482479179276,0.815228954128893,0.7673725055432372,0.9248114758242615,0.9948453608247423
59,0.8,0.0,0.1,3,200,0.0,2.0,0.8,0.7777896722715637,0.7990164921314806,0.7767772674479991,0.9258477358052832,0.9776632302405498
290,1.0,1.0,0.05,3,100,0.0,1.0,1.0,0.7777461852371246,0.7914129536735139,0.780038098757611,0.9295783699051613,0.9054982817869416
199,1.0,0.0,0.05,3,100,1.0,2.0,0.8,0.7776720174645431,0.7903391429412021,0.780609052194418,0.9314582849615709,0.9003436426116839
110,0.8,1.0,0.05,3,200,1.0,1.0,1.0,0.7776010810738482,0.789586433118725,0.7814627107310035,0.9320917651291316,0.9037800687285223
120,0.8,1.0,0.05,3,300,1.0,2.0,1.0,0.7776010810738482,0.789586433118725,0.7814627107310035,0.9318647842194757,0.9003436426116839
112,0.8,1.0,0.05,3,200,1.0,2.0,1.0,0.7776010810738482,0.789586433118725,0.7814627107310035,0.9318647842194757,0.9003436426116839
118,0.8,1.0,0.05,3,300,1.0,1.0,1.0,0.7776010810738482,0.789586433118725,0.7814627107310035,0.9320917651291316,0.9037800687285223
235,1.0,0.0,0.05,6,300,0.0,2.0,0.8,0.7774886924229479,0.8086124531783098,0.7660747721113574,0.9234075637308955,1.0
239,1.0,0.0,0.05,6,300,1.0,2.0,0.8,0.7774881063369405,0.811606145847272,0.7662866469573787,0.9254693919791356,0.9965635738831615
365,1.0,1.0,0.1,6,100,1.0,1.0,0.8,0.7774201170698227,0.7992678746225852,0.7780188646042304,0.9346059990921816,0.9278350515463918
238,1.0,0.0,0.05,6,300,1.0,1.0,1.0,0.7773235955727894,0.8163763350408424,0.7655133213669799,0.9256533597657572,1.0
77,0.8,0.0,0.1,6,100,1.0,1.0,0.8,0.7772417390844837,0.8039491428613216,0.7743120226656812,0.9245770328478127,0.9879725085910653
264,1.0,0.0,0.1,3,300,1.0,2.0,1.0,0.7770831220453354,0.7969650401573409,0.7721491922711435,0.9224317252858054,0.9810996563573883
275,1.0,0.0,0.1,6,200,0.0,2.0,0.8,0.7769710195328212,0.8034881984423734,0.7688322246858832,0.9217607506920359,1.0
287,1.0,0.0,0.1,6,300,1.0,2.0,0.8,0.7769694025755507,0.7985714153921755,0.7707563439270757,0.9227345244431346,1.0
31,0.8,0.0,0.05,6,100,1.0,2.0,0.8,0.7769297259300035,0.8176617956100156,0.7709931193467779,0.9288507909230901,0.9536082474226805
19,0.8,0.0,0.05,3,300,0.0,2.0,0.8,0.77679985781292,0.7988095503455915,0.7742520149227466,0.9292439722694009,0.9587628865979382
39,0.8,0.0,0.05,6,200,1.0,2.0,0.8,0.7767791830261611,0.8215276499241563,0.7656805863513181,0.9271314709966154,0.9828178694158075
52,0.8,0.0,0.1,3,100,0.0,2.0,1.0,0.7767545124666986,0.8011464577447549,0.7763715552739943,0.9305817961325452,0.9312714776632303
169,0.8,1.0,0.1,6,100,0.0,1.0,0.8,0.776699208573884,0.8047044629235571,0.7727702988068842,0.9306350340055275,0.9450171821305842
271,1.0,0.0,0.1,6,100,1.0,2.0,0.8,0.7766739111956967,0.8068092215766635,0.7680182486889804,0.9265728787226488,0.9879725085910653
229,1.0,0.0,0.05,6,200,1.0,1.0,0.8,0.776532756171367,0.8061017631091071,0.7694225354591209,0.9266630239516113,0.9914089347079038
294,1.0,1.0,0.05,3,100,1.0,1.0,1.0,0.7764578145081955,0.7901303314669591,0.7770077957273079,0.9301094097810518,0.8986254295532646
296,1.0,1.0,0.05,3,100,1.0,2.0,1.0,0.7764578145081955,0.7901303314669591,0.7770077957273079,0.9301083536459235,0.8934707903780069
292,1.0,1.0,0.05,3,100,0.0,2.0,1.0,0.7763582389700234,0.7899813274208962,0.7770077957273079,0.9295850929230797,0.9054982817869416
137,0.8,1.0,0.05,6,300,0.0,1.0,0.8,0.7762540017251635,0.8111432365792165,0.7707009115545702,0.9320078172668829,0.9484536082474226
70,0.8,0.0,0.1,3,300,1.0,1.0,1.0,0.7762022766196973,0.7991855193830484,0.7724026853904902,0.9246094131588676,0.9845360824742269
49,0.8,0.0,0.1,3,100,0.0,1.0,0.8,0.776154362454268,0.7986297503338581,0.7748820082356669,0.9281918349312074,0.9381443298969072
367,1.0,1.0,0.1,6,100,1.0,2.0,0.8,0.7759115115150325,0.8040872816222249,0.7710590222785345,0.9339514531860373,0.9243986254295533
258,1.0,0.0,0.1,3,300,0.0,1.0,1.0,0.7758914939956318,0.8027610448271807,0.7737866469573788,0.9208248883067178,0.9982817869415808
237,1.0,0.0,0.05,6,300,1.0,1.0,0.8,0.7758720429869851,0.8092595905937399,0.7654736388272975,0.9251377458988086,0.9982817869415808
48,0.8,0.0,0.05,6,300,1.0,2.0,1.0,0.7757375483616202,0.8049502394651669,0.7660544469081055,0.9270944163527217,0.9965635738831615
314,1.0,1.0,0.05,6,100,0.0,1.0,1.0,0.7757169872745449,0.7952997273852873,0.773669535071974,0.9260482124093224,0.9501718213058419
18,0.8,0.0,0.05,3,300,0.0,1.0,1.0,0.7754610864349379,0.8004927487286728,0.7746294829831416,0.9264434057054348,0.9484536082474226
38,0.8,0.0,0.05,6,200,1.0,1.0,1.0,0.7754505299514514,0.8034855795882156,0.7674577658114244,0.9262338374478698,0.9914089347079038
200,1.0,0.0,0.05,3,100,1.0,2.0,1.0,0.7752575600483772,0.7884755204197332,0.7783917572941963,0.9293916885620114,0.9037800687285223
242,1.0,0.0,0.1,3,100,0.0,1.0,1.0,0.7750558043523872,0.7935909714871483,0.7771845634040756,0.9281002839073343,0.9347079037800687
25,0.8,0.0,0.05,6,100,0.0,1.0,0.8,0.7750014279482927,0.8145779367795891,0.7681553338260656,0.9261191673955287,0.9862542955326461
362,1.0,1.0,0.1,6,100,0.0,1.0,1.0,0.774983642345594,0.7892318821313955,0.7767850983704643,0.9257331710172444,0.9536082474226805
370,1.0,1.0,0.1,6,200,0.0,1.0,1.0,0.774983642345594,0.7892318821313955,0.7767850983704643,0.9257331710172444,0.9536082474226805
378,1.0,1.0,0.1,6,300,0.0,1.0,1.0,0.774983642345594,0.7892318821313955,0.7767850983704643,0.9257331710172444,0.9536082474226805
85,0.8,0.0,0.1,6,200,1.0,1.0,0.8,0.7749598785502402,0.8107429761958527,0.765115528103333,0.9231106001965376,0.9982817869415808
236,1.0,0.0,0.05,6,300,0.0,2.0,1.0,0.7747743343998061,0.8044394504515188,0.7642601977967831,0.9254037319351305,1.0
249,1.0,0.0,0.1,3,200,0.0,1.0,0.8,0.774768957560655,0.7962994830191249,0.7768576003941858,0.9274254456531723,0.9845360824742269
279,1.0,0.0,0.1,6,200,1.0,2.0,0.8,0.7745939664275907,0.8003487985308745,0.7660137965016014,0.9235425272765758,1.0
93,0.8,0.0,0.1,6,300,1.0,1.0,0.8,0.7742116392604663,0.8058926316652755,0.7673328230035548,0.9228437661775967,1.0
122,0.8,1.0,0.05,6,100,0.0,1.0,1.0,0.7741290428318439,0.800557524777231,0.7703312744166403,0.9305173116868396,0.9450171821305842
130,0.8,1.0,0.05,6,200,0.0,1.0,1.0,0.7741290428318439,0.800557524777231,0.7703312744166403,0.9303815771139534,0.9450171821305842
138,0.8,1.0,0.05,6,300,0.0,1.0,1.0,0.7741290428318439,0.800557524777231,0.7703312744166403,0.9303815771139534,0.9450171821305842
202,1.0,0.0,0.05,3,200,0.0,1.0,1.0,0.7739700801366144,0.7942612959946822,0.7744067856262978,0.9279986626194707,0.9347079037800687
194,1.0,0.0,0.05,3,100,0.0,1.0,1.0,0.7736742118019921,0.7868477582037356,0.7775787491641151,0.9287901517260482,0.9089347079037801
261,1.0,0.0,0.1,3,300,1.0,1.0,0.8,0.773667922011877,0.7929722147505538,0.7726155281033329,0.9213639034178079,0.9862542955326461
75,0.8,0.0,0.1,6,100,0.0,2.0,0.8,0.7734439565776594,0.8229257620170694,0.7606661563368882,0.9238406303783864,1.0
240,1.0,0.0,0.05,6,300,1.0,2.0,1.0,0.7734236779254383,0.8031153263759169,0.7669176081371204,0.9251089070475598,0.9982817869415808
283,1.0,0.0,0.1,6,300,0.0,2.0,0.8,0.7733048487770132,0.7985612433991393,0.7649685883222469,0.922107260606529,1.0
198,1.0,0.0,0.05,3,100,1.0,1.0,1.0,0.7732826111244278,0.7864857049962652,0.7775990743673671,0.9293440203420957,0.9037800687285223
260,1.0,0.0,0.1,3,300,0.0,2.0,1.0,0.773275656949415,0.802155647642836,0.7690440995319043,0.9225158529009846,0.993127147766323
255,1.0,0.0,0.1,3,200,1.0,2.0,0.8,0.7731855656525355,0.791859859543488,0.77318648154014,0.9260284076103786,0.9639175257731959
33,0.8,0.0,0.05,6,200,0.0,1.0,0.8,0.773113676584059,0.8155220750726025,0.7636964593671911,0.9236443722220354,1.0
277,1.0,0.0,0.1,6,200,1.0,1.0,0.8,0.7729779030776353,0.7980022432773425,0.7652007883715202,0.9235937405432105,1.0
285,1.0,0.0,0.1,6,300,1.0,1.0,0.8,0.7729779030776353,0.7980022432773425,0.7652007883715202,0.9234774681585163,1.0
322,1.0,1.0,0.05,6,200,0.0,1.0,1.0,0.7727255342830919,0.7897191468047067,0.7728565269418928,0.9261078880662632,0.9484536082474226
330,1.0,1.0,0.05,6,300,0.0,1.0,1.0,0.7727255342830919,0.7897191468047067,0.7728565269418928,0.9261078880662632,0.9484536082474226
254,1.0,0.0,0.1,3,200,1.0,1.0,1.0,0.7724906306010112,0.7938921404685876,0.7679979234857284,0.9244429484266478,0.9673539518900344
28,0.8,0.0,0.05,6,100,0.0,2.0,1.0,0.7724798452685399,0.8110829480919121,0.7628014465209588,0.9262118983584559,0.9828178694158075
69,0.8,0.0,0.1,3,300,1.0,1.0,0.8,0.772294607223848,0.7879987089569469,0.7746055502762819,0.9217136732623195,0.9828178694158075
252,1.0,0.0,0.1,3,200,0.0,2.0,1.0,0.7722604569572094,0.7921076908474467,0.7741050751416605,0.9219405467881616,0.9776632302405498
196,1.0,0.0,0.05,3,100,0.0,2.0,1.0,0.7722453228478912,0.7858503454029173,0.7745687713370641,0.9286108722354818,0.9037800687285223
73,0.8,0.0,0.1,6,100,0.0,1.0,0.8,0.7716446087510588,0.820833798944264,0.7576358533065851,0.9239349416079937,1.0
60,0.8,0.0,0.1,3,200,0.0,2.0,1.0,0.7714253734938564,0.7975447227872998,0.7684836166543483,0.9249117325084064,0.9776632302405498
274,1.0,0.0,0.1,6,200,0.0,1.0,1.0,0.7713878636832988,0.8057617256184665,0.7573013233379087,0.9244542655904713,1.0
222,1.0,0.0,0.05,6,100,1.0,1.0,1.0,0.7712627300750352,0.7990551107748171,0.7648058987083377,0.9241943768098986,0.9673539518900344
282,1.0,0.0,0.1,6,300,0.0,1.0,1.0,0.771213793107373,0.8012137458496088,0.7611252771618626,0.9257687820445636,1.0
17,0.8,0.0,0.05,3,300,0.0,1.0,0.8,0.7708401882569792,0.8026256257395872,0.7664994896702214,0.9284174162192562,0.9639175257731959
140,0.8,1.0,0.05,6,300,0.0,2.0,1.0,0.7706653170151769,0.8012029032423769,0.7655887269911661,0.9312727926196931,0.9450171821305842
132,0.8,1.0,0.05,6,200,0.0,2.0,1.0,0.7706653170151769,0.8012029032423769,0.7655887269911661,0.9312727926196931,0.9450171821305842
225,1.0,0.0,0.05,6,200,0.0,1.0,0.8,0.770553574427272,0.8034118151867876,0.7599180832717418,0.9233555713586803,1.0
91,0.8,0.0,0.1,6,300,0.0,2.0,0.8,0.7698960871347994,0.8050741499348091,0.7562568190616971,0.9217317601459696,1.0
224,1.0,0.0,0.05,6,100,1.0,2.0,1.0,0.7698027533194873,0.7974068383370708,0.7642047654242776,0.9258557704050757,0.9656357388316151
124,0.8,1.0,0.05,6,100,0.0,2.0,1.0,0.769749566099426,0.7996477766872504,0.7655887269911661,0.9310787088452427,0.9450171821305842
78,0.8,0.0,0.1,6,100,1.0,1.0,1.0,0.7695233938732295,0.8106518396465712,0.7566952627318482,0.9271537316923304,0.9948453608247423
278,1.0,0.0,0.1,6,200,1.0,1.0,1.0,0.7694090981961542,0.8007033218586491,0.7602761939957062,0.9243047671478916,1.0
230,1.0,0.0,0.05,6,200,1.0,1.0,1.0,0.7693951788499784,0.7961163502413837,0.7627811213177067,0.9258999882961385,0.9948453608247423
270,1.0,0.0,0.1,6,100,1.0,1.0,1.0,0.7693464726750637,0.7961143457945783,0.7628014465209587,0.9225021454520077,0.9965635738831615
257,1.0,0.0,0.1,3,300,0.0,1.0,0.8,0.7692382767510761,0.7857490750508555,0.7710747721113576,0.9241055088830226,0.9982817869415808
288,1.0,0.0,0.1,6,300,1.0,2.0,1.0,0.7692130124983534,0.802895308270462,0.7596858832224685,0.9253915968949427,1.0
35,0.8,0.0,0.05,6,200,0.0,2.0,0.8,0.7691850095549994,0.8147191731156795,0.7598328230035547,0.923658904246923,1.0
286,1.0,0.0,0.1,6,300,1.0,1.0,1.0,0.7691327934422655,0.8050446378017957,0.7580792242987365,0.9238143750106559,1.0
90,0.8,0.0,0.1,6,300,0.0,1.0,1.0,0.7690931144188743,0.803140086427519,0.7582825643191498,0.9258006574315327,1.0
267,1.0,0.0,0.1,6,100,0.0,2.0,0.8,0.7690015158110162,0.8008084902805326,0.7577007883715201,0.9213692155694974,1.0
228,1.0,0.0,0.05,6,200,0.0,2.0,1.0,0.7689082836873806,0.8026157946722847,0.7578916341111464,0.9227720403928231,1.0
227,1.0,0.0,0.05,6,200,0.0,2.0,0.8,0.7686916976462473,0.803082871942666,0.7591050751416606,0.9237582655718422,1.0
41,0.8,0.0,0.05,6,300,0.0,1.0,0.8,0.7683678168277438,0.807679396854555,0.7568025199732518,0.922084461646407,1.0
280,1.0,0.0,0.1,6,200,1.0,2.0,1.0,0.7680238436533388,0.8028247612551139,0.7580792242987365,0.9252193075784474,1.0
20,0.8,0.0,0.05,3,300,0.0,2.0,1.0,0.7680070599031774,0.7870236415345111,0.7711046000070391,0.9268711912032259,0.9467353951890034
71,0.8,0.0,0.1,3,300,1.0,2.0,0.8,0.767708844302147,0.784572456733265,0.7688177946714532,0.9231390644527007,0.9810996563573883
86,0.8,0.0,0.1,6,200,1.0,1.0,1.0,0.7676530641149786,0.8110551111208342,0.7519333579699434,0.9265076851705641,1.0
212,1.0,0.0,0.05,3,300,0.0,2.0,1.0,0.7675268905332018,0.7885876864110541,0.7668372751909337,0.9251527302069175,0.9536082474226805
210,1.0,0.0,0.05,3,300,0.0,1.0,1.0,0.7674707277105037,0.7924784390573865,0.7651453559990145,0.9247348346601367,0.9587628865979382
74,0.8,0.0,0.1,6,100,0.0,1.0,1.0,0.7674340918238683,0.7995139508036185,0.7588728750923873,0.9255740412447075,1.0
46,0.8,0.0,0.05,6,300,1.0,1.0,1.0,0.767416752014519,0.7947524018760248,0.7588525498891354,0.9257428885762454,0.9982817869415808
84,0.8,0.0,0.1,6,200,0.0,2.0,1.0,0.767350659435836,0.8004587198384112,0.7577017562383417,0.926253870977521,1.0
67,0.8,0.0,0.1,3,300,0.0,2.0,0.8,0.7673113036657947,0.7866652727550897,0.7673784007320592,0.9215483695389842,0.9965635738831615
82,0.8,0.0,0.1,6,200,0.0,1.0,1.0,0.7672113226218185,0.7968351039142453,0.7571967057332911,0.9266257062242828,1.0
263,1.0,0.0,0.1,3,300,1.0,2.0,0.8,0.7670270094998329,0.7868871903900787,0.7654136310843627,0.9224012287026998,0.9810996563573883
80,0.8,0.0,0.1,6,100,1.0,2.0,1.0,0.7667799821063823,0.8054196275630738,0.7549636610002464,0.9286752143059838,0.993127147766323
26,0.8,0.0,0.05,6,100,0.0,1.0,1.0,0.766720266279085,0.7985186436930622,0.7584521169887024,0.9249321011668428,0.9879725085910653
94,0.8,0.0,0.1,6,300,1.0,1.0,1.0,0.7666397118518798,0.8083103855048437,0.7519333579699434,0.9251660800043243,1.0
92,0.8,0.0,0.1,6,300,0.0,2.0,1.0,0.7665139054971408,0.802384719636683,0.7546714532080386,0.9265243672983026,1.0
268,1.0,0.0,0.1,6,100,0.0,2.0,1.0,0.7659508827624519,0.8006829102257204,0.7555995495019886,0.9258392586117041,1.0
76,0.8,0.0,0.1,6,100,0.0,2.0,1.0,0.7658412323664174,0.8032735428591028,0.7569284306479429,0.9254548642684977,1.0
266,1.0,0.0,0.1,6,100,0.0,1.0,1.0,0.765412645688141,0.788233251619279,0.7587705451729841,0.9239691834676578,1.0
